STATE,STATENAME,ST_CASE,VEH_NO,PVEHICLESF,PVEHICLESFNAME
27,Minnesota,270150,4,0,None
27,Minnesota,270150,5,0,None
27,Minnesota,270205,2,0,None
27,Minnesota,270205,3,0,None
27,Minnesota,270279,3,0,None
27,Minnesota,270279,4,0,None
27,Minnesota,270305,2,0,None
27,Minnesota,270373,2,0,None
28,Mississippi,280132,1,0,None
28,Mississippi,280158,2,0,None
28,Mississippi,280246,3,0,None
28,Mississippi,280286,2,0,None
28,Mississippi,280287,2,0,None
28,Mississippi,280339,3,0,None
28,Mississippi,280479,3,0,None
28,Mississippi,280479,4,0,None
28,Mississippi,280619,1,0,None
29,Missouri,290001,2,0,None
29,Missouri,290001,3,0,None
29,Missouri,290012,2,0,None
29,Missouri,290083,3,0,None
29,Missouri,290083,4,0,None
29,Missouri,290084,2,0,None
29,Missouri,290121,6,0,None
29,Missouri,290121,7,0,None
29,Missouri,290149,2,0,None
29,Missouri,290200,2,0,None
29,Missouri,290210,3,0,None
29,Missouri,290230,2,0,None
29,Missouri,290352,2,0,None
29,Missouri,290379,2,0,None
29,Missouri,290423,4,0,None
29,Missouri,290440,3,0,None
29,Missouri,290447,2,0,None
29,Missouri,290522,2,0,None
29,Missouri,290523,3,0,None
29,Missouri,290529,2,0,None
29,Missouri,290530,2,0,None
29,Missouri,290545,4,0,None
29,Missouri,290545,5,0,None
29,Missouri,290623,2,0,None
29,Missouri,290762,2,0,None
29,Missouri,290768,3,0,None
29,Missouri,290768,4,0,None
29,Missouri,290827,2,0,None
29,Missouri,290846,1,0,None
29,Missouri,290875,3,0,None
29,Missouri,290914,2,0,None
30,Montana,300148,2,0,None
30,Montana,300155,2,42,"Other Working Vehicle (Not Construction, Maintenance, Utility, Police, Fire, or EMS Vehicle)"
30,Montana,300167,2,0,None
31,Nebraska,310003,2,42,"Other Working Vehicle (Not Construction, Maintenance, Utility, Police, Fire, or EMS Vehicle)"
31,Nebraska,310058,2,0,None
31,Nebraska,310201,2,0,None
32,Nevada,320030,2,0,None
32,Nevada,320111,3,0,None
32,Nevada,320111,5,0,None
32,Nevada,320160,2,0,None
32,Nevada,320160,3,0,None
32,Nevada,320173,2,0,None
32,Nevada,320186,2,0,None
32,Nevada,320255,2,0,None
33,New Hampshire,330003,2,0,None
34,New Jersey,340019,2,0,None
34,New Jersey,340020,2,0,None
34,New Jersey,340065,3,0,None
34,New Jersey,340079,2,0,None
34,New Jersey,340090,3,0,None
34,New Jersey,340144,2,0,None
34,New Jersey,340144,3,0,None
34,New Jersey,340144,4,0,None
34,New Jersey,340156,2,0,None
34,New Jersey,340171,2,0,None
34,New Jersey,340174,2,0,None
34,New Jersey,340196,2,0,None
34,New Jersey,340196,3,0,None
34,New Jersey,340218,2,0,None
34,New Jersey,340221,2,0,None
34,New Jersey,340224,3,0,None
34,New Jersey,340246,1,0,None
34,New Jersey,340246,2,0,None
34,New Jersey,340294,2,0,None
34,New Jersey,340373,2,0,None
34,New Jersey,340389,2,0,None
34,New Jersey,340411,3,0,None
34,New Jersey,340411,4,0,None
34,New Jersey,340411,5,0,None
34,New Jersey,340431,2,0,None
34,New Jersey,340439,4,0,None
34,New Jersey,340439,5,0,None
34,New Jersey,340439,6,0,None
34,New Jersey,340478,2,0,None
34,New Jersey,340478,3,0,None
34,New Jersey,340478,4,0,None
34,New Jersey,340478,5,0,None
34,New Jersey,340480,3,0,None
34,New Jersey,340488,2,0,None
34,New Jersey,340494,2,0,None
34,New Jersey,340494,3,0,None
34,New Jersey,340494,4,0,None
34,New Jersey,340494,5,0,None
34,New Jersey,340494,6,0,None
34,New Jersey,340494,7,0,None
34,New Jersey,340496,2,0,None
34,New Jersey,340526,2,0,None
34,New Jersey,340549,3,0,None
34,New Jersey,340549,4,0,None
35,New Mexico,350041,3,0,None
35,New Mexico,350201,2,0,None
35,New Mexico,350221,3,0,None
36,New York,360035,2,0,None
36,New York,360036,2,0,None
36,New York,360063,2,0,None
36,New York,360063,3,0,None
36,New York,360073,2,0,None
36,New York,360077,2,0,None
36,New York,360077,3,0,None
36,New York,360077,4,0,None
36,New York,360077,5,0,None
36,New York,360143,2,0,None
36,New York,360145,1,0,None
36,New York,360157,2,0,None
36,New York,360157,3,0,None
36,New York,360157,4,0,None
36,New York,360160,2,0,None
36,New York,360160,3,0,None
36,New York,360160,4,0,None
36,New York,360193,3,0,None
36,New York,360193,4,0,None
36,New York,360193,5,0,None
36,New York,360193,6,0,None
36,New York,360218,2,0,None
36,New York,360240,2,0,None
36,New York,360244,3,0,None
36,New York,360275,3,0,None
36,New York,360277,2,0,None
36,New York,360294,3,0,None
36,New York,360294,6,0,None
36,New York,360311,3,0,None
36,New York,360311,4,0,None
36,New York,360311,5,0,None
36,New York,360311,6,0,None
36,New York,360311,7,0,None
36,New York,360334,3,0,None
36,New York,360334,4,0,None
36,New York,360334,5,0,None
36,New York,360334,6,0,None
36,New York,360334,7,0,None
36,New York,360336,3,0,None
36,New York,360336,4,0,None
36,New York,360341,2,0,None
36,New York,360341,3,0,None
36,New York,360341,4,0,None
36,New York,360341,5,0,None
36,New York,360341,6,0,None
36,New York,360361,2,0,None
36,New York,360361,3,0,None
36,New York,360375,2,0,None
36,New York,360375,3,0,None
36,New York,360430,2,0,None
36,New York,360446,1,0,None
36,New York,360446,2,0,None
36,New York,360452,3,0,None
36,New York,360478,2,0,None
36,New York,360480,3,0,None
36,New York,360483,2,0,None
36,New York,360495,2,0,None
36,New York,360530,3,0,None
36,New York,360533,3,0,None
36,New York,360549,2,0,None
36,New York,360596,2,0,None
36,New York,360601,3,0,None
36,New York,360616,2,0,None
36,New York,360624,2,0,None
36,New York,360646,3,0,None
36,New York,360665,2,0,None
36,New York,360695,2,0,None
36,New York,360695,3,0,None
36,New York,360695,4,0,None
36,New York,360695,5,0,None
36,New York,360695,6,0,None
36,New York,360695,7,0,None
36,New York,360709,2,0,None
36,New York,360737,2,0,None
36,New York,360737,3,0,None
36,New York,360765,2,0,None
36,New York,360765,3,0,None
36,New York,360778,3,0,None
36,New York,360806,2,0,None
36,New York,360810,2,0,None
36,New York,360812,2,0,None
36,New York,360837,3,0,None
36,New York,360837,4,0,None
36,New York,360837,5,0,None
36,New York,360852,3,0,None
36,New York,360854,3,0,None
36,New York,360855,2,0,None
36,New York,360855,3,0,None
36,New York,360855,4,0,None
36,New York,360871,3,0,None
36,New York,360918,1,0,None
36,New York,360930,2,0,None
36,New York,360930,3,0,None
36,New York,360942,1,0,None
36,New York,360963,3,0,None
36,New York,360963,4,0,None
36,New York,360963,5,0,None
36,New York,360963,6,0,None
36,New York,360963,7,0,None
36,New York,360963,8,0,None
36,New York,360976,3,0,None
37,North Carolina,370100,3,0,None
37,North Carolina,370119,3,0,None
37,North Carolina,370143,2,0,None
37,North Carolina,370143,3,0,None
37,North Carolina,370143,4,0,None
37,North Carolina,370143,5,0,None
37,North Carolina,370155,2,0,None
37,North Carolina,370155,3,0,None
37,North Carolina,370179,2,0,None
37,North Carolina,370185,2,0,None
37,North Carolina,370185,3,0,None
37,North Carolina,370186,1,0,None
37,North Carolina,370192,1,0,None
37,North Carolina,370198,2,0,None
37,North Carolina,370333,2,0,None
37,North Carolina,370333,3,0,None
37,North Carolina,370335,2,0,None
37,North Carolina,370344,2,0,None
37,North Carolina,370369,2,0,None
37,North Carolina,370400,3,0,None
37,North Carolina,370565,1,0,None
37,North Carolina,370565,3,0,None
37,North Carolina,370660,2,0,None
37,North Carolina,370696,2,0,None
37,North Carolina,370701,2,0,None
37,North Carolina,370705,1,0,None
37,North Carolina,370719,1,0,None
37,North Carolina,370785,2,0,None
37,North Carolina,370870,2,0,None
37,North Carolina,370870,3,0,None
37,North Carolina,370895,3,0,None
37,North Carolina,370907,3,0,None
37,North Carolina,370933,1,0,None
37,North Carolina,371060,2,0,None
37,North Carolina,371150,2,0,None
37,North Carolina,371196,4,0,None
37,North Carolina,371222,2,0,None
37,North Carolina,371222,3,0,None
37,North Carolina,371360,2,0,None
37,North Carolina,371373,2,0,None
37,North Carolina,371411,2,0,None
38,North Dakota,380085,2,0,None
38,North Dakota,380085,3,0,None
39,Ohio,390015,3,0,None
39,Ohio,390043,3,0,None
39,Ohio,390088,2,0,None
39,Ohio,390094,1,0,None
39,Ohio,390101,2,0,None
39,Ohio,390101,3,0,None
39,Ohio,390101,4,0,None
39,Ohio,390101,5,0,None
39,Ohio,390165,2,0,None
39,Ohio,390211,2,0,None
39,Ohio,390220,1,0,None
39,Ohio,390222,2,0,None
39,Ohio,390223,2,0,None
39,Ohio,390324,2,0,None
39,Ohio,390324,3,0,None
39,Ohio,390324,4,0,None
39,Ohio,390329,2,0,None
39,Ohio,390344,2,0,None
39,Ohio,390344,3,0,None
39,Ohio,390369,2,0,None
39,Ohio,390395,3,0,None
39,Ohio,390398,1,0,None
39,Ohio,390427,2,0,None
39,Ohio,390427,3,0,None
39,Ohio,390427,4,0,None
39,Ohio,390427,5,0,None
39,Ohio,390513,1,0,None
39,Ohio,390549,2,0,None
39,Ohio,390601,2,0,None
39,Ohio,390614,2,42,"Other Working Vehicle (Not Construction, Maintenance, Utility, Police, Fire, or EMS Vehicle)"
39,Ohio,390614,3,0,None
39,Ohio,390618,2,0,None
39,Ohio,390634,1,0,None
39,Ohio,390644,2,0,None
39,Ohio,390673,2,0,None
39,Ohio,390680,2,0,None
39,Ohio,390680,3,0,None
39,Ohio,390680,4,0,None
39,Ohio,390747,2,0,None
39,Ohio,390747,3,0,None
39,Ohio,390758,2,0,None
39,Ohio,390759,2,0,None
39,Ohio,390776,2,0,None
39,Ohio,390793,1,0,None
39,Ohio,390821,1,42,"Other Working Vehicle (Not Construction, Maintenance, Utility, Police, Fire, or EMS Vehicle)"
39,Ohio,390905,2,0,None
39,Ohio,390939,1,0,None
39,Ohio,390941,2,0,None
39,Ohio,390941,3,0,None
39,Ohio,390994,2,0,None
39,Ohio,391001,2,0,None
39,Ohio,391001,3,0,None
39,Ohio,391001,4,0,None
39,Ohio,391029,2,42,"Other Working Vehicle (Not Construction, Maintenance, Utility, Police, Fire, or EMS Vehicle)"
39,Ohio,391037,2,0,None
39,Ohio,391073,1,0,None
39,Ohio,391073,2,0,None
39,Ohio,391084,2,0,None
39,Ohio,391087,2,0,None
39,Ohio,391095,2,0,None
39,Ohio,391095,3,0,None
39,Ohio,391145,1,0,None
39,Ohio,391169,3,0,None
39,Ohio,391191,2,0,None
39,Ohio,391193,3,0,None
39,Ohio,391193,4,0,None
39,Ohio,391193,5,0,None
40,Oklahoma,400184,2,0,None
40,Oklahoma,400188,3,0,None
40,Oklahoma,400188,4,0,None
40,Oklahoma,400220,2,0,None
40,Oklahoma,400220,3,0,None
40,Oklahoma,400264,2,0,None
40,Oklahoma,400264,3,0,None
40,Oklahoma,400270,2,0,None
40,Oklahoma,400341,2,0,None
40,Oklahoma,400362,3,0,None
40,Oklahoma,400362,4,0,None
40,Oklahoma,400382,2,0,None
40,Oklahoma,400444,2,0,None
40,Oklahoma,400480,4,0,None
40,Oklahoma,400537,2,0,None
41,Oregon,410017,2,0,None
41,Oregon,410091,2,0,None
41,Oregon,410100,2,0,None
41,Oregon,410171,2,0,None
41,Oregon,410308,2,0,None
41,Oregon,410449,2,0,None
41,Oregon,410449,3,0,None
41,Oregon,410449,4,0,None
42,Pennsylvania,420019,2,0,None
42,Pennsylvania,420021,2,0,None
42,Pennsylvania,420087,2,0,None
42,Pennsylvania,420125,2,0,None
42,Pennsylvania,420150,2,0,None
42,Pennsylvania,420150,3,0,None
42,Pennsylvania,420189,2,0,None
42,Pennsylvania,420251,3,0,None
42,Pennsylvania,420251,4,0,None
42,Pennsylvania,420251,5,29,Default Code Used for Vehicle Numbering
42,Pennsylvania,420258,2,42,"Other Working Vehicle (Not Construction, Maintenance, Utility, Police, Fire, or EMS Vehicle)"
42,Pennsylvania,420261,2,0,None
42,Pennsylvania,420261,3,0,None
42,Pennsylvania,420266,3,0,None
42,Pennsylvania,420266,4,0,None
42,Pennsylvania,420312,3,0,None
42,Pennsylvania,420318,2,0,None
42,Pennsylvania,420318,3,0,None
42,Pennsylvania,420328,2,0,None
42,Pennsylvania,420359,2,0,None
42,Pennsylvania,420359,3,0,None
42,Pennsylvania,420359,4,0,None
42,Pennsylvania,420367,3,0,None
42,Pennsylvania,420394,4,0,None
42,Pennsylvania,420397,2,0,None
42,Pennsylvania,420397,3,0,None
42,Pennsylvania,420397,4,0,None
42,Pennsylvania,420402,3,0,None
42,Pennsylvania,420402,4,0,None
42,Pennsylvania,420402,5,0,None
42,Pennsylvania,420402,6,0,None
42,Pennsylvania,420402,7,0,None
42,Pennsylvania,420403,3,0,None
42,Pennsylvania,420415,3,42,"Other Working Vehicle (Not Construction, Maintenance, Utility, Police, Fire, or EMS Vehicle)"
42,Pennsylvania,420497,3,0,None
42,Pennsylvania,420609,3,0,None
42,Pennsylvania,420609,4,0,None
42,Pennsylvania,420614,2,0,None
42,Pennsylvania,420614,3,0,None
42,Pennsylvania,420615,4,0,None
42,Pennsylvania,420637,2,0,None
42,Pennsylvania,420640,4,0,None
42,Pennsylvania,420646,3,0,None
42,Pennsylvania,420710,2,0,None
42,Pennsylvania,420722,2,0,None
42,Pennsylvania,420726,3,0,None
42,Pennsylvania,420726,4,0,None
42,Pennsylvania,420727,2,0,None
42,Pennsylvania,420741,4,0,None
42,Pennsylvania,420751,2,0,None
42,Pennsylvania,420798,2,0,None
42,Pennsylvania,420798,3,0,None
42,Pennsylvania,420798,4,0,None
42,Pennsylvania,420798,5,0,None
42,Pennsylvania,420798,6,0,None
42,Pennsylvania,420808,2,0,None
42,Pennsylvania,420812,2,0,None
42,Pennsylvania,420815,3,0,None
42,Pennsylvania,420815,4,0,None
42,Pennsylvania,420817,2,0,None
42,Pennsylvania,420817,3,0,None
42,Pennsylvania,420823,2,0,None
42,Pennsylvania,420823,3,0,None
42,Pennsylvania,420850,3,0,None
42,Pennsylvania,420858,3,0,None
42,Pennsylvania,420862,3,0,None
42,Pennsylvania,420918,2,0,None
42,Pennsylvania,420931,2,0,None
42,Pennsylvania,420969,2,0,None
42,Pennsylvania,420985,2,0,None
42,Pennsylvania,420990,2,0,None
44,Rhode Island,440027,2,0,None
45,South Carolina,450069,1,0,None
45,South Carolina,450111,1,0,None
45,South Carolina,450176,2,0,None
45,South Carolina,450212,1,0,None
45,South Carolina,450216,1,0,None
45,South Carolina,450258,2,0,None
45,South Carolina,450303,1,0,None
45,South Carolina,450303,2,0,None
45,South Carolina,450308,2,0,None
45,South Carolina,450327,1,0,None
45,South Carolina,450411,1,0,None
45,South Carolina,450464,1,0,None
45,South Carolina,450492,1,0,None
45,South Carolina,450492,2,0,None
45,South Carolina,450505,1,0,None
45,South Carolina,450505,2,0,None
45,South Carolina,450536,1,0,None
45,South Carolina,450719,3,0,None
45,South Carolina,450751,2,0,None
45,South Carolina,450847,3,0,None
45,South Carolina,450859,2,0,None
45,South Carolina,450924,2,0,None
45,South Carolina,450933,1,0,None
45,South Carolina,450959,2,0,None
45,South Carolina,450970,1,0,None
47,Tennessee,470049,1,0,None
47,Tennessee,470092,3,0,None
47,Tennessee,470092,4,0,None
47,Tennessee,470092,5,0,None
47,Tennessee,470200,3,0,None
47,Tennessee,470239,2,0,None
47,Tennessee,470244,2,0,None
47,Tennessee,470280,2,0,None
47,Tennessee,470337,3,0,None
47,Tennessee,470366,2,0,None
47,Tennessee,470366,3,0,None
47,Tennessee,470398,2,0,None
47,Tennessee,470416,2,0,None
47,Tennessee,470558,2,0,None
47,Tennessee,470561,3,0,None
47,Tennessee,470561,4,0,None
47,Tennessee,470561,5,0,None
47,Tennessee,470561,6,0,None
47,Tennessee,470561,7,0,None
47,Tennessee,470583,1,0,None
47,Tennessee,470610,4,0,None
47,Tennessee,470616,2,0,None
47,Tennessee,470652,3,0,None
47,Tennessee,470674,2,0,None
47,Tennessee,470685,2,0,None
47,Tennessee,470703,2,0,None
47,Tennessee,470710,2,0,None
47,Tennessee,470711,2,0,None
47,Tennessee,470726,2,0,None
47,Tennessee,470726,3,0,None
47,Tennessee,470752,2,0,None
47,Tennessee,470920,2,0,None
47,Tennessee,470920,3,0,None
47,Tennessee,470936,2,0,None
47,Tennessee,471006,2,0,None
47,Tennessee,471023,1,0,None
47,Tennessee,471024,3,0,None
47,Tennessee,471024,4,0,None
47,Tennessee,471024,5,0,None
47,Tennessee,471035,2,0,None
47,Tennessee,471086,2,0,None
47,Tennessee,471125,2,0,None
47,Tennessee,471130,3,0,None
47,Tennessee,471150,1,0,None
47,Tennessee,471152,1,0,None
47,Tennessee,471152,2,0,None
48,Texas,480015,2,0,None
48,Texas,480015,3,0,None
48,Texas,480015,4,0,None
48,Texas,480015,5,0,None
48,Texas,480015,6,0,None
48,Texas,480065,3,0,None
48,Texas,480065,4,0,None
48,Texas,480075,2,0,None
48,Texas,480329,2,41,"Police, Fire, or EMS Vehicle Working at the Scene of an Emergency or Performing Other Traffic Control Activities"
48,Texas,480329,3,41,"Police, Fire, or EMS Vehicle Working at the Scene of an Emergency or Performing Other Traffic Control Activities"
48,Texas,480329,4,41,"Police, Fire, or EMS Vehicle Working at the Scene of an Emergency or Performing Other Traffic Control Activities"
48,Texas,480329,5,0,None
48,Texas,480357,2,0,None
48,Texas,480357,3,0,None
48,Texas,480358,2,0,None
48,Texas,480383,2,0,None
48,Texas,480413,2,0,None
48,Texas,480423,2,0,None
48,Texas,480441,2,0,None
48,Texas,480514,3,0,None
48,Texas,480561,2,0,None
48,Texas,480570,4,0,None
48,Texas,480587,2,0,None
48,Texas,480600,3,0,None
48,Texas,480622,3,0,None
48,Texas,480686,2,0,None
48,Texas,480686,3,0,None
48,Texas,480766,2,0,None
48,Texas,480766,3,0,None
48,Texas,480824,3,0,None
48,Texas,480846,3,0,None
48,Texas,480886,3,0,None
48,Texas,480886,4,0,None
48,Texas,480896,5,0,None
48,Texas,480970,3,0,None
48,Texas,481023,2,0,None
48,Texas,481027,1,0,None
48,Texas,481028,3,0,None
48,Texas,481151,2,0,None
48,Texas,481151,3,0,None
48,Texas,481151,4,0,None
48,Texas,481165,2,0,None
48,Texas,481165,3,0,None
48,Texas,481177,2,0,None
48,Texas,481198,3,0,None
48,Texas,481206,2,0,None
48,Texas,481256,3,0,None
48,Texas,481361,2,0,None
48,Texas,481385,2,0,None
48,Texas,481394,2,0,None
48,Texas,481419,3,0,None
48,Texas,481419,4,0,None
48,Texas,481423,2,0,None
48,Texas,481423,3,0,None
48,Texas,481425,2,0,None
48,Texas,481437,3,0,None
48,Texas,481451,2,0,None
48,Texas,481456,2,0,None
48,Texas,481456,3,0,None
48,Texas,481459,2,0,None
48,Texas,481493,3,0,None
48,Texas,481513,2,0,None
48,Texas,481560,2,0,None
48,Texas,481570,2,0,None
48,Texas,481587,2,0,None
48,Texas,481588,2,0,None
48,Texas,481600,2,0,None
48,Texas,481624,2,0,None
48,Texas,481641,3,0,None
48,Texas,481668,2,0,None
48,Texas,481695,3,0,None
48,Texas,481749,2,0,None
48,Texas,481782,2,0,None
48,Texas,481783,2,0,None
48,Texas,481783,3,0,None
48,Texas,481828,2,0,None
48,Texas,481836,2,0,None
48,Texas,481857,2,0,None
48,Texas,481883,3,0,None
48,Texas,481887,2,0,None
48,Texas,481898,2,42,"Other Working Vehicle (Not Construction, Maintenance, Utility, Police, Fire, or EMS Vehicle)"
48,Texas,481946,2,0,None
48,Texas,481957,3,0,None
48,Texas,481990,2,42,"Other Working Vehicle (Not Construction, Maintenance, Utility, Police, Fire, or EMS Vehicle)"
48,Texas,482015,1,0,None
48,Texas,482017,2,0,None
48,Texas,482017,3,0,None
48,Texas,482017,4,0,None
48,Texas,482017,5,0,None
48,Texas,482092,2,0,None
48,Texas,482157,2,0,None
48,Texas,482157,3,0,None
48,Texas,482157,4,0,None
48,Texas,482157,5,0,None
48,Texas,482221,2,0,None
48,Texas,482221,3,0,None
48,Texas,482240,2,0,None
48,Texas,482253,3,0,None
48,Texas,482257,2,0,None
48,Texas,482257,3,0,None
48,Texas,482296,2,0,None
48,Texas,482301,2,0,None
48,Texas,482301,3,0,None
48,Texas,482372,3,0,None
48,Texas,482372,4,0,None
48,Texas,482412,2,0,None
48,Texas,482423,3,0,None
48,Texas,482438,2,0,None
48,Texas,482480,2,0,None
48,Texas,482486,2,0,None
48,Texas,482486,3,0,None
48,Texas,482497,2,0,None
48,Texas,482611,2,0,None
48,Texas,482611,3,0,None
48,Texas,482611,4,0,None
48,Texas,482624,2,0,None
48,Texas,482677,3,0,None
48,Texas,482680,2,0,None
48,Texas,482750,2,0,None
48,Texas,482750,3,0,None
48,Texas,482771,2,0,None
48,Texas,482771,3,0,None
48,Texas,482782,2,0,None
48,Texas,482827,2,0,None
48,Texas,482882,2,0,None
48,Texas,482892,2,0,None
48,Texas,482892,3,0,None
48,Texas,482892,4,0,None
48,Texas,482892,5,0,None
48,Texas,482926,3,0,None
48,Texas,482973,2,0,None
48,Texas,483062,1,0,None
48,Texas,483089,2,0,None
48,Texas,483092,2,0,None
48,Texas,483092,3,0,None
48,Texas,483117,2,0,None
48,Texas,483123,2,0,None
48,Texas,483170,2,0,None
48,Texas,483178,2,0,None
48,Texas,483188,2,0,None
48,Texas,483188,3,0,None
48,Texas,483276,2,0,None
48,Texas,483290,2,0,None
48,Texas,483466,2,0,None
48,Texas,483491,2,0,None
48,Texas,483491,3,0,None
48,Texas,483491,4,0,None
48,Texas,483491,5,0,None
48,Texas,483491,6,0,None
48,Texas,483491,7,0,None
48,Texas,483588,2,0,None
48,Texas,483608,2,0,None
49,Utah,490018,4,0,None
49,Utah,490018,5,0,None
49,Utah,490018,6,0,None
49,Utah,490018,7,0,None
49,Utah,490018,8,0,None
49,Utah,490018,9,0,None
49,Utah,490035,3,0,None
49,Utah,490063,2,0,None
49,Utah,490063,3,0,None
49,Utah,490075,3,0,None
49,Utah,490084,2,0,None
49,Utah,490084,3,0,None
49,Utah,490168,2,0,None
49,Utah,490204,2,0,None
49,Utah,490212,2,0,None
49,Utah,490212,3,0,None
49,Utah,490253,2,0,None
49,Utah,490253,3,0,None
49,Utah,490253,4,0,None
49,Utah,490253,5,0,None
51,Virginia,510104,2,0,None
51,Virginia,510104,3,0,None
51,Virginia,510104,4,0,None
51,Virginia,510104,5,0,None
51,Virginia,510119,3,0,None
51,Virginia,510119,4,0,None
51,Virginia,510119,5,0,None
51,Virginia,510187,2,0,None
51,Virginia,510187,3,0,None
51,Virginia,510224,3,0,None
51,Virginia,510237,2,0,None
51,Virginia,510237,3,0,None
51,Virginia,510237,4,0,None
51,Virginia,510237,5,0,None
51,Virginia,510288,3,0,None
51,Virginia,510290,2,0,None
51,Virginia,510314,2,0,None
51,Virginia,510350,2,0,None
51,Virginia,510350,3,0,None
51,Virginia,510357,2,0,None
51,Virginia,510455,2,0,None
51,Virginia,510497,2,0,None
51,Virginia,510537,2,0,None
51,Virginia,510537,3,0,None
51,Virginia,510537,4,0,None
51,Virginia,510537,5,0,None
51,Virginia,510537,6,0,None
51,Virginia,510593,3,0,None
51,Virginia,510643,2,0,None
51,Virginia,510643,3,0,None
51,Virginia,510653,3,0,None
51,Virginia,510674,2,0,None
51,Virginia,510726,2,0,None
51,Virginia,510770,2,0,None
53,Washington,530056,2,0,None
53,Washington,530056,3,0,None
53,Washington,530056,4,0,None
53,Washington,530056,5,0,None
53,Washington,530113,3,0,None
53,Washington,530123,2,0,None
53,Washington,530219,2,0,None
53,Washington,530249,3,0,None
53,Washington,530255,2,0,None
53,Washington,530255,3,0,None
53,Washington,530255,4,0,None
53,Washington,530292,2,0,None
53,Washington,530292,3,0,None
53,Washington,530296,2,0,None
53,Washington,530354,2,0,None
53,Washington,530391,3,0,None
53,Washington,530391,4,0,None
53,Washington,530391,5,0,None
53,Washington,530427,2,0,None
53,Washington,530427,3,0,None
53,Washington,530465,2,0,None
53,Washington,530552,2,0,None
54,West Virginia,540073,3,0,None
54,West Virginia,540105,2,0,None
54,West Virginia,540105,3,0,None
54,West Virginia,540110,2,0,None
54,West Virginia,540117,2,0,None
54,West Virginia,540134,2,0,None
54,West Virginia,540134,3,0,None
55,Wisconsin,550069,2,0,None
55,Wisconsin,550069,3,0,None
55,Wisconsin,550090,3,0,None
55,Wisconsin,550090,4,0,None
55,Wisconsin,550090,5,0,None
55,Wisconsin,550107,2,0,None
55,Wisconsin,550113,2,0,None
55,Wisconsin,550132,2,0,None
55,Wisconsin,550155,2,0,None
55,Wisconsin,550178,3,0,None
55,Wisconsin,550178,4,0,None
55,Wisconsin,550178,5,0,None
55,Wisconsin,550178,6,0,None
55,Wisconsin,550178,7,0,None
55,Wisconsin,550193,2,0,None
55,Wisconsin,550258,3,0,None
55,Wisconsin,550258,4,0,None
55,Wisconsin,550261,2,0,None
55,Wisconsin,550267,2,0,None
55,Wisconsin,550278,3,0,None
55,Wisconsin,550295,2,0,None
55,Wisconsin,550308,2,0,None
55,Wisconsin,550311,2,0,None
55,Wisconsin,550313,2,0,None
55,Wisconsin,550315,2,0,None
55,Wisconsin,550356,2,0,None
55,Wisconsin,550371,2,0,None
55,Wisconsin,550449,2,0,None
55,Wisconsin,550459,2,0,None
55,Wisconsin,550476,2,0,None
55,Wisconsin,550546,2,0,None
55,Wisconsin,550546,3,0,None
55,Wisconsin,550552,2,0,None
56,Wyoming,560064,2,0,None
56,Wyoming,560099,1,0,None
